id,class,kind,in_set,four_way,a_in_degree,b_wdegree,c_in_wdeg,c_out_wdeg,place_in,community,label
G0104,G,person,True,I_person_entry,3,22,3,10,0,3,"מהר""ר אברהם רוזאניס"
G0108,G,person,True,I_person_entry,3,11,0,0,0,10,הרב אברהם הכהן רפאפורט
G0124,G,person,True,I_person_entry,3,63,1,4,0,2,הרב אהרן חיון
G0141,G,person,True,I_person_entry,3,6,0,2,0,4,"מהר""ר אהרן תאומים"
G0151,G,person,True,I_person_entry,3,35,0,6,0,3,"מהר""ר אליהו אלפאנדרי"
G0159,G,person,True,I_person_entry,3,93,2,5,0,0,רבינו אליהו הזקן
G0165,G,person,True,I_person_entry,3,32,1,2,0,7,"מהר""ר אליהו ישראל"
G0180,G,person,True,I_person_entry,3,34,2,3,0,2,"מהר""ר אליהו קובו"
G0188,G,person,True,I_person_entry,3,37,2,5,0,11,"מהר""ר אליעזר"
G0193,G,person,True,I_person_entry,3,155,0,6,0,1,רבינו אליעזר מטוך
G0202,G,person,True,I_person_entry,3,19,3,6,0,3,"מהר""ר אליעזר ן' שנגי"
G0204,G,person,True,I_person_entry,3,101,3,2,0,1,רבינו אליקים בר יוסף
G0230,G,person,True,I_person_entry,3,44,0,3,0,1,רבינו אפרים בר שמשון
G0242,G,person,True,I_person_entry,3,80,4,1,0,0,רבינו בחיי
G0249,G,person,True,I_person_entry,3,26,0,7,0,12,מה' בנימן איספינוזא
G0252,G,person,True,I_person_entry,3,37,1,2,0,6,מ' בנימן זאבי
G0265,G,person,True,I_person_entry,3,7,1,3,0,1,"מהר""ר בנימן קאזיס"
G0332,G,person,True,I_person_entry,3,12,0,4,0,4,מה' דוד גרינהוט
G0346,G,person,True,I_person_entry,3,44,4,4,0,2,"הרב החסיד מהר""ר דוד יצחקי"
G0348,G,person,True,I_person_entry,3,29,2,2,0,2,"מהר""ר דוד הכהן"
G0367,G,person,True,I_person_entry,3,117,0,0,0,1,מה' דוד קונפורטי
G0377,G,person,True,I_person_entry,3,10,0,1,0,3,"מהר""ר דניאל איסטרומסה"
G0383,G,person,True,I_person_entry,3,19,2,1,0,16,"מהר""ר הירש"
G0414,G,person,True,I_person_entry,3,66,4,4,0,2,"מהר""ר חזקיה"
G0418,G,person,True,I_person_entry,3,59,3,2,0,11,"מהר""ר חיים אבואלעפיא הזקן"
G0422,G,person,True,I_person_entry,3,116,4,3,0,6,"מהר""ר חיים אלגאזי"
G0432,G,person,True,I_person_entry,3,84,4,4,0,6,רבינו חיים בן דוד
G0436,G,person,True,I_person_entry,3,12,0,2,0,12,"מהר""ר חיים חזן"
G0451,G,person,True,I_person_entry,3,137,1,3,0,1,"הרב חיים בכ""ר משה ן' חביב"
G0481,G,person,True,I_person_entry,3,7,1,3,0,18,רבינו טודרוס
G0496,G,person,True,I_person_entry,3,27,2,6,0,4,מה' יהודה אשכנזי
G0513,G,person,True,I_person_entry,3,62,1,2,0,0,רבינו יהודה בר יקר
G0520,G,person,True,I_person_entry,3,9,1,0,0,3,"מהר""ר יהודה לירמא"
G0536,G,person,True,I_person_entry,3,4,0,2,0,13,"מהר""ר יהודה ן' עטר"
G0546,G,person,True,I_person_entry,3,54,5,8,0,8,"מהר""ר יהודה שאראף"
G0550,G,person,True,I_person_entry,3,126,1,1,0,0,רבינו יהונתן הכהן
G0551,G,person,True,I_person_entry,3,110,1,5,0,10,"מהר""ר יהוסף קונקי"
G0561,G,person,True,I_person_entry,3,8,0,1,0,0,"מהר""ר יהושע שפירא"
G0635,G,person,True,I_person_entry,3,42,0,3,0,0,"מהר""ר יוסף ן' סאמון"
G0674,G,person,True,I_person_entry,3,32,0,4,0,8,הרב יחיאל מיכל
G0681,G,person,True,I_person_entry,3,118,0,2,0,6,מה' יחיאל קאסטילאץ
G0693,G,person,True,I_person_entry,3,24,4,8,0,4,מה' יעקב ברלין
G0713,G,person,True,I_person_entry,3,8,0,2,0,4,"מהר""ר יעקב כ""ץ"
G0723,G,person,True,I_person_entry,3,16,3,3,0,2,"מהר""ר יעקב מאראגי"
G0736,G,person,True,I_person_entry,3,15,2,5,0,4,"מהר""ר יעקב"
G0742,G,person,True,I_person_entry,3,46,2,1,0,10,"מהר""י (יעקב) שאול"
G0749,G,person,True,I_person_entry,3,15,1,3,0,3,"מהר""ר יעקב ששון"
G0756,G,person,True,I_person_entry,3,50,5,4,0,0,"רבינו יצחק בן הראב""ד"
G0766,G,person,True,I_person_entry,3,79,2,3,0,8,רבינו יצחק
G0781,G,person,True,I_person_entry,3,45,0,7,0,9,"מהר""י (יצחק) בכר דוד"
G0783,G,person,True,I_person_entry,3,153,1,2,0,1,רבינו יצחק מדופירא
G0798,G,person,True,I_person_entry,3,14,1,3,0,2,"הרב מהר""ר יצחק יצחקי"
G0808,G,person,True,I_person_entry,3,121,1,2,0,3,"מהר""ר יצחק הלוי"
G0810,G,person,True,I_person_entry,3,110,0,3,0,2,"מהר""ר יצחק לוי ואלי"
G0817,G,person,True,I_person_entry,3,113,2,11,0,8,מה' יצחק די מולינא
G0818,G,person,True,I_person_entry,3,7,2,5,0,1,רבינו יצחק בר מלכי צדק
G0832,G,person,True,I_person_entry,3,13,3,4,0,1,רבינו יצחק מסימפונט
G0870,G,person,True,I_person_entry,3,0,1,2,0,2,"הגאון מהר""ר ישמעאל הכהן"
G0872,G,person,True,I_person_entry,3,17,2,3,0,2,"הג""מ ישעיה באסן"
G0936,G,person,True,I_person_entry,3,17,1,3,0,7,"הג""מ ליב"
G0940,G,person,True,I_person_entry,3,8,0,1,0,4,"מהר""ר ליב פוחאוויצר"
G0971,G,person,True,I_person_entry,3,16,1,0,0,15,מה' מאיר עראמה
G0982,G,person,True,I_person_entry,3,76,1,6,0,10,רבינו מיימון
G0986,G,person,True,I_person_entry,3,54,2,4,0,1,"הג""מ מיכאל הכהן"
G1008,G,person,True,I_person_entry,3,11,1,3,0,14,"מהר""ר מנחם קאזיס"
G1052,G,person,True,I_person_entry,3,11,3,2,0,0,"מהר""ר משה בנבנשת"
G1095,G,person,True,I_person_entry,3,29,1,3,0,11,"מהר""ר משה מזרחי"
G1100,G,person,True,I_person_entry,3,149,1,1,0,7,"מהר""ם מינץ"
G1109,G,person,True,I_person_entry,3,8,0,2,0,6,"מהר""ם ניגרין"
G1131,G,person,True,I_person_entry,3,33,0,2,0,2,"מהר""ר משה שלטון"
G1137,G,person,True,I_person_entry,3,16,1,2,0,10,הרב ר' משה תבון
G1174,G,person,True,I_person_entry,3,60,2,1,0,3,"מהר""ר נתן גוטה"
G1189,G,person,True,I_person_entry,3,9,4,8,0,4,"מהר""ר נתנאל ווייל אשכנזי"
G1221,G,person,True,I_person_entry,3,12,1,4,0,5,ר' עמנואל
G1226,G,person,True,I_person_entry,3,65,4,3,0,4,"מהר""ר פאלק"
G1235,G,person,True,I_person_entry,3,64,3,3,0,0,רבינו פנחס הלוי
G1261,G,person,True,I_person_entry,3,32,4,13,0,5,ר' קנה ן' אביגדור
G1284,G,person,True,I_person_entry,3,86,2,2,0,0,רבינו הגדול
G1287,G,person,True,I_person_entry,3,18,1,3,0,16,"מהר""ר שאול"
G1289,G,person,True,I_person_entry,3,39,2,3,0,2,"מהר""ר שאול הלוי"
G1311,G,person,True,I_person_entry,3,135,2,2,0,0,"מהר""ר שלמה אלפראנגי"
G1328,G,person,True,I_person_entry,3,144,1,1,0,0,"מהר""ש הלוי"
G1340,G,person,True,I_person_entry,3,43,2,2,0,3,"מהר""ר שלמה סאגיס"
G1343,G,person,True,I_person_entry,3,16,4,2,0,0,"מהר""ר שלמה עדני"
G1360,G,person,True,I_person_entry,3,5,0,4,0,3,הרב שם טוב
G1385,G,person,True,I_person_entry,3,48,1,2,0,3,"מהר""ר שמואל ן' וילייסיד"
G1404,G,person,True,I_person_entry,3,115,5,7,0,3,מה' שמואל הלוי
G1427,G,person,True,I_person_entry,3,85,3,3,0,1,מר רב שמואל ריש כלה
G1432,G,person,True,I_person_entry,3,113,2,6,0,1,רבינו שמואל בר שלמה
G1434,G,person,True,I_person_entry,3,41,2,4,0,4,רבינו שמואל בר שניאור
G1436,G,person,True,I_person_entry,3,19,2,4,0,10,הרב שמואל ן' תבון
G1446,G,person,True,I_person_entry,3,1,0,0,0,1,הרב שמעון אשכנזי
G1459,G,person,True,I_person_entry,3,164,5,1,0,1,רבינו שמעיה
G1460,G,person,True,I_person_entry,3,146,3,2,0,1,רבינו שמריה
G1467,G,person,True,I_person_entry,3,10,2,3,0,7,"מהר""ר שמשון בכרך"
O0015,O,person,False,II_person_external,3,138,1,1,0,2,אברהם אבינו
O0026,O,book,False,IV_book_external,3,29,3,0,0,2,אדרא רבא
O0031,O,book,False,IV_book_external,3,85,1,1,0,0,אורחות חיים
O0059,O,person,False,II_person_external,3,128,0,6,0,8,אשתורי הפרחי
O0070,O,person,False,II_person_external,3,111,7,0,0,0,בית הלל
O0110,O,person,False,II_person_external,3,20,1,0,0,12,בעל תורת חסד
O0176,O,book,False,IV_book_external,3,111,6,0,0,0,"הלכות הרי""ף (ספר ההלכות לרב אלפסי)"
O0184,O,book,False,IV_book_external,3,135,3,0,0,7,"הלכות קטנות שברא""ש"
O0225,O,person,False,II_person_external,3,62,5,5,0,4,"הרבנית אם מהר""ר יוזפא (אשת הגאון בעל סמ""ע רבי יהושע פאלק)"
O0236,O,person,False,II_person_external,3,79,3,0,0,4,זכריה הנביא
O0249,O,person,False,II_person_external,3,113,2,0,0,12,חושי הארכי
O0279,O,book,False,IV_book_external,3,83,3,0,0,0,"חידושי הרשב""א על מסכת קידושין"
O0293,O,book,False,IV_book_external,3,28,4,1,0,0,"חידושים על התלמוד להריב""ש"
O0300,O,person,False,II_person_external,3,56,4,1,0,0,חכמי לוניל
O0301,O,book,False,IV_book_external,3,18,3,2,0,7,חלק אורח חיים
O0319,O,book,False,IV_book_external,3,27,4,0,0,3,טור אבן העזר
O0371,O,person,False,II_person_external,3,10,0,3,0,12,לא ידוע (אזכור אנאפורי כללי)
O0404,O,book,False,IV_book_external,3,123,3,0,0,2,"מגילת סתרים (מהרח""ו)"
O0411,O,book,False,IV_book_external,3,14,0,2,0,2,מדבר קדמות
O0423,O,book,False,IV_book_external,3,42,3,2,0,9,מדרש שיר השירים רבה
O0432,O,person,False,II_person_external,3,8,0,3,0,12,"מהר""י דוד (בעל צמח דוד)"
O0470,O,person,False,II_person_external,3,13,2,2,0,3,"מהר""ש ברוך"
O0494,O,book,False,IV_book_external,3,30,3,0,0,0,מלחמות ה'
O0509,O,book,False,IV_book_external,3,121,4,0,0,16,מסכת בכורות
O0515,O,book,False,IV_book_external,3,80,2,1,0,8,מסכת דרך ארץ
O0525,O,book,False,IV_book_external,3,80,4,1,0,8,מסכת כלה
O0531,O,book,False,IV_book_external,3,90,7,0,0,0,מסכת מועד קטן
O0558,O,book,False,IV_book_external,3,112,4,0,0,0,מסכת תמיד
O0567,O,book,False,IV_book_external,3,9,1,1,0,1,"מערכת שי""ן (שם הגדולים)"
O0588,O,book,False,IV_book_external,3,117,3,1,0,5,משנה תורה (ספר היד החזקה)
O0601,O,book,False,IV_book_external,3,16,3,0,0,12,נביאים
O0602,O,book,False,IV_book_external,3,22,3,0,0,15,נביאים ראשונים
O0623,O,book,False,IV_book_external,3,47,5,1,0,15,סדר נשים
O0642,O,book,False,IV_book_external,3,39,6,0,0,3,"ספר דרושים (מכתבי האר""י)"
O0650,O,book,False,IV_book_external,3,54,3,1,0,2,ספר החזיונות
O0660,O,book,False,IV_book_external,3,29,9,0,0,1,ספר המנהיג
O0697,O,book,False,IV_book_external,3,13,3,0,0,12,ספר משלי
O0722,O,book,False,IV_book_external,3,42,5,0,0,3,"עטור סופרים למהר""ש יפה (נסחי שטרות)"
O0730,O,book,False,IV_book_external,3,105,3,0,0,0,ערבי פסחים (פרק עשירי דמסכת פסחים)
O0735,O,book,False,IV_book_external,3,39,3,0,0,0,"עשרים וארבעה ספרי התנ""ך"
O0780,O,book,False,IV_book_external,3,4,4,0,0,1,פסקי רקנאטי
O0818,O,book,False,IV_book_external,3,17,5,2,0,6,צרור הכסף
O0820,O,book,False,IV_book_external,3,40,4,0,0,12,קהלת
O0824,O,book,False,IV_book_external,3,92,1,4,0,1,קובץ ישן (כתב יד)
O0826,O,book,False,IV_book_external,3,65,0,2,0,0,קובץ כתב יד
O0833,O,book,False,IV_book_external,3,18,3,0,0,3,קובץ תשובות מה' מאיר גאביזון
O0865,O,book,False,IV_book_external,3,185,1,2,0,1,ראש דוד
O0866,O,person,False,II_person_external,3,33,0,3,0,2,רב אחד (אלמוני)
O0874,O,person,False,II_person_external,3,41,2,2,0,2,רב חמאי גאון
O0946,O,person,False,II_person_external,3,43,1,0,0,8,רבי בנימין אהרן סלוניק
O0947,O,person,False,II_person_external,3,33,3,3,0,2,רבי בנימין הכהן ויטאלי
O0962,O,person,False,II_person_external,3,37,1,6,0,8,רבי דוד פרנקל
O0970,O,person,False,II_person_external,3,24,1,9,0,11,רבי חיים אבולעפיה
O0978,O,person,False,II_person_external,3,147,3,1,0,0,רבי חנינא בן דוסא
O1005,O,person,False,II_person_external,3,9,1,1,0,16,רבי יהושע השיל מקראקא
O1006,O,person,False,II_person_external,3,7,2,4,0,4,רבי יהושע חריף מקראקא
O1017,O,person,False,II_person_external,3,81,6,3,0,8,רבי יוסי בן חלפתא
O1024,O,person,False,II_person_external,3,31,0,7,0,1,רבי יוסף תאומים
O1043,O,person,False,II_person_external,3,107,1,1,0,3,רבי יעקב מקרלין
O1086,O,person,False,II_person_external,3,31,1,5,0,4,רבי מאיר אייזנשטט
O1117,O,person,False,II_person_external,3,46,4,3,0,3,"רבי משה מטראני (בן המהרי""ט)"
O1126,O,person,False,II_person_external,3,62,5,1,0,8,רבי נחמיה
O1180,O,person,False,II_person_external,3,172,6,5,0,0,רבי שמעון בן לקיש
O1188,O,person,False,II_person_external,3,77,2,3,0,0,רבינא
O1199,O,person,False,II_person_external,3,46,2,1,0,1,"רבינו יוסף (ראשון, מן התוספות/גאונים, הנזכר עם רבינו חננאל)"
O1200,O,person,False,II_person_external,3,121,3,3,0,1,רבינו יחיאל מפריש
O1203,O,person,False,II_person_external,3,132,2,3,0,1,רבינו יעקב ממרויש
O1208,O,person,False,II_person_external,3,153,1,1,0,1,"רבינו יצחק בן שמואל (הר""י הזקן)"
O1221,O,person,False,II_person_external,3,22,2,2,0,1,רבינו נסים בר יעקב
O1234,O,person,False,II_person_external,3,102,3,2,0,8,רבן שמעון בן גמליאל
O1250,O,person,False,II_person_external,3,54,2,1,0,3,ריבה (מריבה/מחלוקת — לא שם אדם)
O1273,O,book,False,IV_book_external,3,32,0,3,0,0,שבט יהודה
O1285,O,book,False,IV_book_external,3,57,3,0,0,7,"שו""ת הרמ""א"
O1294,O,book,False,IV_book_external,3,41,4,0,0,5,"שו""ת מהר""י הלוי"
O1295,O,book,False,IV_book_external,3,26,7,2,0,4,"שו""ת מהר""י ווייל"
O1309,O,book,False,IV_book_external,3,45,2,0,0,6,"שו""ת מהר""ר לוי ן' חביב (רלב""ח)"
O1352,O,person,False,II_person_external,3,87,3,1,0,17,שלמה המלך
O1384,O,book,False,IV_book_external,3,67,2,3,0,2,שער ההקדמות
O1386,O,book,False,IV_book_external,3,91,3,1,0,2,שער הפסוקים
O1394,O,book,False,IV_book_external,3,39,2,1,0,6,תוכחת מגולה (פירוש קהלת)
O1405,O,book,False,IV_book_external,3,101,0,2,0,8,תוספות ישנים
O1451,O,book,False,IV_book_external,3,51,2,1,0,2,תיקוני הזוהר
O1461,O,book,False,IV_book_external,3,119,3,5,0,0,"תשובות המיוחסות להרמב""ן"
O1478,O,book,False,IV_book_external,3,10,4,0,0,3,"תשובות מהרח""ש (תורת חיים)"
S0054,S,book,True,III_book_entry,3,18,3,2,0,13,אור החיים
S0062,S,book,True,III_book_entry,3,40,3,2,0,2,אור הלבנה
S0073,S,book,True,III_book_entry,3,32,0,3,0,2,אור רב
S0074,S,book,True,III_book_entry,3,159,3,2,0,6,אור השכל
S0080,S,book,True,III_book_entry,3,15,1,0,0,0,אוריין תליתאי
S0082,S,book,True,III_book_entry,3,23,3,2,0,4,אורים ותומים
S0086,S,book,True,III_book_entry,3,7,3,1,0,2,אחות קטנה
S0110,S,book,True,III_book_entry,3,55,3,4,0,4,אמרות טהורות
S0143,S,book,True,III_book_entry,3,42,1,4,0,4,ארץ החיים
S0147,S,book,True,III_book_entry,3,6,3,0,0,3,אשדות הפסגה
S0166,S,book,True,III_book_entry,3,4,3,7,0,4,באר היטב
S0179,S,book,True,III_book_entry,3,110,10,2,0,14,בדק הבית
S0186,S,book,True,III_book_entry,3,25,1,1,0,5,בינה לעתים
S0201,S,book,True,III_book_entry,3,28,2,2,0,10,בית ועד
S0205,S,book,True,III_book_entry,3,10,1,2,0,4,בית יהודה
S0206,S,book,True,III_book_entry,3,9,3,0,0,14,בית יהודה
S0222,S,book,True,III_book_entry,3,43,1,1,0,4,בית הרואה
S0223,S,book,True,III_book_entry,3,13,3,1,0,3,בית שלמה
S0224,S,book,True,III_book_entry,3,36,1,6,0,4,בית שמואל
S0228,S,book,True,III_book_entry,3,10,1,2,0,9,בן דוד
S0242,S,book,True,III_book_entry,3,3,1,2,0,16,בני יוסף
S0244,S,book,True,III_book_entry,3,5,2,0,0,9,בני יצחק
S0254,S,book,True,III_book_entry,3,49,4,1,0,0,בעלי הנפש
S0262,S,book,True,III_book_entry,3,48,3,1,0,2,ברית מנוחה
S0274,S,book,True,III_book_entry,3,14,2,0,0,16,ברכת שמואל
S0281,S,book,True,III_book_entry,3,1,1,0,0,0,ס' הבתים
S0286,S,book,True,III_book_entry,3,9,3,0,0,2,גאון צבי
S0307,S,book,True,III_book_entry,3,17,5,1,0,11,גט מקושר
S0313,S,book,True,III_book_entry,3,93,2,2,0,2,גלגולי נשמות
S0332,S,book,True,III_book_entry,3,129,9,7,0,8,גרים
S0338,S,book,True,III_book_entry,3,1,1,6,0,10,גמרא
S0343,S,book,True,III_book_entry,3,122,2,1,0,1,דבר שמואל
S0356,S,book,True,III_book_entry,3,16,3,0,0,10,דברי שלמה
S0375,S,book,True,III_book_entry,3,23,1,1,0,2,דעת קדושים
S0383,S,book,True,III_book_entry,3,58,3,3,0,9,דרך חיים
S0388,S,book,True,III_book_entry,3,62,4,3,0,2,דרך ימין
S0404,S,book,True,III_book_entry,3,119,2,0,0,3,דת ודין
S0428,S,book,True,III_book_entry,3,72,1,4,0,1,הגהות מרדכי
S0438,S,book,True,III_book_entry,3,52,3,4,0,0,הגהות על סדר קדשים
S0459,S,book,True,III_book_entry,3,7,6,4,0,16,היכל קדש
S0476,S,book,True,III_book_entry,3,5,4,0,0,3,המבקש
S0487,S,book,True,III_book_entry,3,112,3,1,0,0,"השגות הראב""ד על הרמב""ם"
S0541,S,book,True,III_book_entry,3,54,2,4,0,4,זית רענן
S0543,S,book,True,III_book_entry,3,97,9,11,0,0,ס' הזכות
S0552,S,book,True,III_book_entry,3,0,0,0,0,5,זמירות ישראל
S0597,S,book,True,III_book_entry,3,13,2,1,0,2,חבצלת השרון
S0602,S,book,True,III_book_entry,3,12,4,0,0,0,חובת הלבבות
S0618,S,book,True,III_book_entry,3,58,3,2,0,16,חידושי אגדות
S0650,S,book,True,III_book_entry,3,10,3,4,0,11,חיים וחסד
S0688,S,book,True,III_book_entry,3,17,1,4,0,3,חשק שלמה
S0702,S,book,True,III_book_entry,3,21,2,1,0,12,טור ברקת
S0712,S,book,True,III_book_entry,3,15,2,0,0,3,טעמי מצות
S0727,S,book,True,III_book_entry,3,62,3,1,0,2,יאיר נתיב
S0728,S,book,True,III_book_entry,3,76,4,0,0,0,יבין שמועה
S0732,S,book,True,III_book_entry,3,80,1,2,0,4,יד דוד
S0736,S,book,True,III_book_entry,3,18,2,0,0,3,יד משה
S0737,S,book,True,III_book_entry,3,6,2,1,0,19,ידי אליהו
S0738,S,book,True,III_book_entry,3,44,1,0,0,5,ידי משה
S0781,S,book,True,III_book_entry,3,60,2,2,0,5,יפה קול
S0782,S,book,True,III_book_entry,3,81,2,6,0,5,יפה תואר
S0795,S,book,True,III_book_entry,3,84,4,1,0,17,ס' הישר
S0814,S,book,True,III_book_entry,3,31,1,2,0,6,כל דאי
S0828,S,book,True,III_book_entry,3,50,2,1,0,5,כללי מדרש רבה
S0830,S,book,True,III_book_entry,3,52,1,2,0,0,כללי שמואל
S0840,S,book,True,III_book_entry,3,3,2,0,0,7,כנסת יחזקאל
S0845,S,book,True,III_book_entry,3,64,2,2,0,17,כסא דוד
S0855,S,book,True,III_book_entry,3,106,2,1,0,11,כפת תמרים
S0911,S,book,True,III_book_entry,3,17,2,2,0,2,לחם הפנים
S0922,S,book,True,III_book_entry,3,2,0,0,0,2,לקוטי אורות
S0925,S,book,True,III_book_entry,3,52,6,8,0,2,לקוטי תורה
S0934,S,book,True,III_book_entry,3,39,1,1,0,4,לקט שמואל
S0937,S,book,True,III_book_entry,3,4,1,0,0,6,לשון חכמים
S0951,S,book,True,III_book_entry,3,19,3,0,0,0,ס' המאורות
S0955,S,book,True,III_book_entry,3,30,3,4,0,7,מאורי אור
S0957,S,book,True,III_book_entry,3,19,3,1,0,0,מאזנים
S0960,S,book,True,III_book_entry,3,48,4,6,0,0,מאירת עינים
S0996,S,book,True,III_book_entry,3,49,3,1,0,3,מגן גבורים
S1007,S,book,True,III_book_entry,3,156,1,2,0,12,מדרש שמואל
S1016,S,book,True,III_book_entry,3,13,6,4,0,5,מורה צדק
S1018,S,book,True,III_book_entry,3,33,2,0,0,4,מזבח אדמה
S1034,S,book,True,III_book_entry,3,11,1,1,0,10,מטה אפרים
S1040,S,book,True,III_book_entry,3,7,0,3,0,1,מטה משה
S1045,S,book,True,III_book_entry,3,41,1,0,0,6,מי השילוח
S1048,S,book,True,III_book_entry,3,58,3,2,0,2,מילואים
S1061,S,book,True,III_book_entry,3,74,2,2,0,0,מכתם לדוד
S1065,S,book,True,III_book_entry,3,24,2,2,0,0,מלאכת שלמה
S1067,S,book,True,III_book_entry,3,21,4,2,0,0,מלחמות ה
S1075,S,book,True,III_book_entry,3,2,3,0,0,10,ס' מלמד
S1096,S,book,True,III_book_entry,3,7,3,1,0,10,מנחת קנאות
S1123,S,book,True,III_book_entry,3,6,1,0,0,2,מערת שדה המכפלה
S1127,S,book,True,III_book_entry,3,22,1,2,0,3,מעשה חייא
S1156,S,book,True,III_book_entry,3,28,2,2,0,9,מר וקציעה
S1157,S,book,True,III_book_entry,3,14,2,1,0,5,מר קשישא ומר ינוקא
S1187,S,book,True,III_book_entry,3,38,2,4,0,9,משנה לחם
S1208,S,book,True,III_book_entry,3,87,12,0,0,0,מצות
S1209,S,book,True,III_book_entry,3,41,5,0,0,6,נאות יעקב
S1214,S,book,True,III_book_entry,3,40,3,0,0,2,נגיד ומצוה
S1217,S,book,True,III_book_entry,3,24,2,1,0,4,נודע ביהודה
S1223,S,book,True,III_book_entry,3,64,3,0,0,0,נחלה ליהושע
S1230,S,book,True,III_book_entry,3,39,2,6,0,4,נחלת צבי
S1236,S,book,True,III_book_entry,3,91,1,0,0,11,נחפה בכסף
S1254,S,book,True,III_book_entry,3,0,0,0,0,0,נר מצוה
S1257,S,book,True,III_book_entry,3,14,2,1,0,4,נתיב חיים
S1273,S,book,True,III_book_entry,3,35,2,0,0,0,סדר עולם
S1275,S,book,True,III_book_entry,3,8,1,0,0,9,סדר עולם זוטא
S1277,S,book,True,III_book_entry,3,5,3,3,0,4,סדר רב עמרם
S1300,S,book,True,III_book_entry,3,10,2,1,0,11,סמא דחיי
S1329,S,book,True,III_book_entry,3,23,2,0,0,6,עבודה תמה
S1347,S,book,True,III_book_entry,3,20,0,2,0,3,עוללות הכרם
S1372,S,book,True,III_book_entry,3,68,1,0,0,7,עיון יעקב
S1376,S,book,True,III_book_entry,3,49,3,0,0,13,עין משפט
S1380,S,book,True,III_book_entry,3,1,3,1,0,8,עיקרים
S1381,S,book,True,III_book_entry,3,46,0,2,0,11,עיר בנימין
S1394,S,book,True,III_book_entry,3,4,1,1,0,5,עמודיה שבעה
S1396,S,book,True,III_book_entry,3,34,2,0,0,7,עמק ברכה
S1399,S,book,True,III_book_entry,3,27,4,2,0,9,עמר מן
S1409,S,book,True,III_book_entry,3,44,2,2,0,8,עץ חיים
S1418,S,book,True,III_book_entry,3,35,3,1,0,15,עקידת יצחק
S1428,S,book,True,III_book_entry,3,162,6,2,0,2,עתים
S1443,S,book,True,III_book_entry,3,13,1,2,0,2,פירוש על האדרות
S1447,S,book,True,III_book_entry,3,15,3,0,0,15,פירוש על ההגדות
S1452,S,book,True,III_book_entry,3,1,0,0,0,4,פירוש הלכות גיטין
S1466,S,book,True,III_book_entry,3,10,3,0,0,5,פירוש המכילתא
S1490,S,book,True,III_book_entry,3,38,2,0,0,0,פירוש התורה
S1497,S,book,True,III_book_entry,3,63,4,1,0,0,פירוש תורת כהנים
S1503,S,book,True,III_book_entry,3,45,2,1,0,1,פירוש התפלות
S1507,S,book,True,III_book_entry,3,16,3,0,0,12,פירוש על תרגום כתובים
S1537,S,book,True,III_book_entry,3,25,11,2,0,1,פסיקתא זוטרתא
S1542,S,book,True,III_book_entry,3,17,3,1,0,1,פסקי דינים
S1546,S,book,True,III_book_entry,3,93,3,2,0,0,פסקי המאירי
S1565,S,book,True,III_book_entry,3,11,3,1,0,4,פרי האדמה
S1566,S,book,True,III_book_entry,3,12,2,0,0,11,פרי הארץ
S1572,S,book,True,III_book_entry,3,9,2,0,0,14,פרי צדיק
S1585,S,book,True,III_book_entry,3,26,4,2,0,3,פרשת דרכים
S1600,S,book,True,III_book_entry,3,0,0,0,0,10,צור תעודה
S1615,S,book,True,III_book_entry,3,0,1,0,0,13,צנצנת מנחם
S1627,S,book,True,III_book_entry,3,10,2,1,0,4,צרור המור
S1634,S,book,True,III_book_entry,3,0,0,0,0,21,קדש הלולים
S1701,S,book,True,III_book_entry,3,16,1,2,0,5,קנה בינה
S1716,S,book,True,III_book_entry,3,29,7,1,0,0,"קצור פסקי הרא""ש"
S1730,S,book,True,III_book_entry,3,51,2,1,0,2,קרבן חגיגה
S1731,S,book,True,III_book_entry,3,44,1,0,0,5,קרבן מנחה
S1739,S,book,True,III_book_entry,3,8,1,0,0,11,קרית מלך רב
S1748,S,book,True,III_book_entry,3,1,1,0,0,2,קבלה
S1751,S,book,True,III_book_entry,3,8,5,4,0,3,ראש יוסף
S1775,S,book,True,III_book_entry,3,94,1,2,0,1,רמזי נדה
S1801,S,book,True,III_book_entry,3,26,1,1,0,6,שארית יהודה
S1802,S,book,True,III_book_entry,3,50,2,0,0,4,שארית יוסף
S1805,S,book,True,III_book_entry,3,38,3,0,0,6,שארית יעקב
S1830,S,book,True,III_book_entry,3,97,1,2,0,0,שושן סודות
S1870,S,book,True,III_book_entry,3,24,4,1,0,11,שמות בארץ
S1871,S,book,True,III_book_entry,3,79,2,1,0,7,שמות הגיטין
S1879,S,book,True,III_book_entry,3,23,4,2,0,7,שמן למנחה
S1883,S,book,True,III_book_entry,3,37,3,0,0,6,שמע יעקב ושארית יעקב
S1893,S,book,True,III_book_entry,3,74,0,3,0,0,שער המלך
S1913,S,book,True,III_book_entry,3,99,2,0,0,0,שערי תשובה
S1914,S,book,True,III_book_entry,3,8,8,2,0,0,שערים דרב אלפסי
S1918,S,book,True,III_book_entry,3,73,2,1,0,6,שפת אמת
S1920,S,book,True,III_book_entry,3,90,3,0,0,5,שפתי ישנים
S1935,S,book,True,III_book_entry,3,52,1,1,0,5,תאוה לעינים
S1943,S,book,True,III_book_entry,3,127,4,2,0,7,תולדות אדם
S1965,S,book,True,III_book_entry,3,0,0,0,0,11,תוצאות חיים
